Query_ID,Document_ID
130,en.15.250.78.2008.3.12
130,en.15.139.333.2009.8.12
130,en.15.249.191.2008.3.9
130,en.15.73.210.2008.6.24
130,en.15.99.372.2008.12.4
130,en.15.84.398.2008.9.14
131,en.13.59.310.2010.6.8
131,en.15.135.225.2009.7.16
131,en.15.135.417.2009.7.17
131,en.3.372.210.2007.6.8
131,en.15.93.166.2008.10.31
131,en.15.240.234.2008.2.7
131,en.15.179.54.2010.5.5
131,en.2.291.92.2009.12.1
131,en.15.188.79.2007.6.4
131,en.15.219.443.2007.11.4
131,en.15.188.2.2007.6.5
131,en.15.204.115.2007.8.24
131,en.15.132.451.2009.6.26
131,en.15.188.356.2007.6.4
131,en.15.188.329.2007.6.5
131,en.15.231.240.2008.1.2
131,en.13.51.374.2010.5.3
131,en.15.188.351.2007.6.5
131,en.15.65.227.2008.5.4
131,en.15.110.465.2009.3.23
131,en.15.218.130.2007.11.2
131,en.15.227.272.2007.12.10
131,en.15.229.25.2007.12.25
131,en.15.188.199.2007.6.5
131,en.3.401.374.2007.10.30
131,en.2.260.322.2009.4.30
131,en.3.388.133.2007.8.29
131,en.15.106.232.2009.1.24
131,en.13.31.301.2009.12.30
131,en.13.31.98.2009.12.29
131,en.15.188.146.2007.6.6
131,en.15.104.218.2009.1.8
131,en.15.179.35.2010.5.4
131,en.2.291.52.2009.12.3
131,en.15.68.363.2008.5.26
131,en.15.109.496.2009.2.8
131,en.3.384.60.2007.8.7
131,en.3.376.60.2007.6.25
131,en.3.376.293.2007.6.25
131,en.15.239.210.2008.2.5
131,en.3.350.372.2010.2.18
131,en.15.102.354.2008.12.26
131,en.3.354.137.2010.3.20
131,en.2.291.73.2009.11.30
131,en.15.81.277.2008.8.24
131,en.15.237.113.2008.1.25
131,en.15.219.493.2007.11.4
131,en.13.1.251.2009.6.2
131,en.3.363.266.2010.5.7
131,en.3.397.38.2007.10.10
132,en.3.417.297.2008.1.9
132,en.15.94.56.2008.11.5
132,en.15.94.118.2008.11.5
132,en.15.247.124.2008.3.5
132,en.15.94.353.2008.11.5
132,en.13.25.470.2009.11.8
132,en.15.255.249.2008.4.3
132,en.15.94.334.2008.11.6
132,en.15.136.69.2009.7.23
132,en.15.115.343.2009.2.15
132,en.15.94.448.2008.11.7
132,en.15.70.83.2008.6.7
132,en.3.343.69.2010.1.13
132,en.15.94.459.2008.11.5
132,en.15.147.317.2009.10.3
132,en.15.109.134.2009.2.10
132,en.2.271.293.2009.7.7
132,en.15.94.246.2008.11.8
132,en.15.98.250.2008.11.29
132,en.2.270.171.2009.7.6
132,en.15.96.379.2008.11.20
132,en.15.93.133.2008.11.3
132,en.15.97.435.2008.11.21
132,en.15.95.370.2008.11.11
132,en.3.354.264.2010.3.22
132,en.3.357.104.1970.1.1
132,en.15.156.110.2009.12.15
132,en.15.77.234.2008.7.30
132,en.15.69.130.2008.6.4
132,en.15.139.380.2009.8.12
132,en.15.242.276.2008.2.13
132,en.15.109.15.2009.2.10
132,en.15.128.12.2009.6.5
132,en.15.252.362.2008.3.19
132,en.15.72.352.2008.6.22
132,en.15.72.272.2008.6.19
132,en.15.90.50.2008.10.19
132,en.13.10.407.2009.7.28
132,en.3.358.40.2010.4.13
132,en.15.247.461.2008.3.5
132,en.3.358.302.2010.4.14
132,en.15.250.141.2008.3.12
132,en.15.156.338.2009.12.17
132,en.15.69.490.2008.6.3
132,en.15.232.357.2008.1.4
132,en.15.232.478.2008.1.4
132,en.15.255.206.2008.4.4
132,en.15.110.266.2009.3.25
132,en.15.94.294.2008.11.8
132,en.3.331.400.2009.10.9
133,en.15.82.100.2008.9.3
133,en.15.203.148.2007.8.21
133,en.3.327.81.2009.9.11
133,en.15.203.83.2007.8.19
133,en.3.388.78.2007.8.29
133,en.3.388.171.2007.8.29
133,en.3.373.433.2007.6.9
133,en.3.327.275.2009.9.12
133,en.2.264.403.2009.5.28
133,en.15.111.124.2009.3.23
133,en.15.106.500.2009.1.22
133,en.3.400.276.2007.10.27
133,en.2.264.223.2009.5.29
133,en.15.99.90.2008.12.5
133,en.15.210.340.2007.9.30
133,en.2.282.8.2009.9.17
133,en.2.289.33.2009.11.15
133,en.15.203.466.2007.8.19
133,en.15.234.6.2008.1.14
133,en.3.343.53.2010.1.13
133,en.15.100.303.2008.12.12
133,en.15.121.338.2009.4.25
133,en.15.210.237.2007.9.27
133,en.15.210.491.2007.9.27
133,en.3.403.352.2007.11.6
133,en.15.243.14.2008.2.17
133,en.15.96.472.2008.11.20
133,en.15.112.255.2009.3.10
133,en.15.81.470.2008.8.25
133,en.3.397.320.2007.10.11
133,en.2.268.149.2009.6.18
133,en.2.281.127.2009.9.15
133,en.15.81.332.2008.8.25
133,en.2.258.361.2009.4.22
133,en.15.220.42.2007.11.8
133,en.3.407.300.2007.11.28
133,en.3.407.243.2007.11.28
133,en.15.243.484.2008.2.17
133,en.15.89.25.2008.10.15
133,en.3.410.311.2007.12.9
133,en.15.206.320.2007.8.31
133,en.15.251.30.2008.3.18
133,en.15.103.106.2009.1.1
133,en.15.89.52.2008.10.15
133,en.3.392.437.2007.9.19
133,en.15.112.303.2009.3.11
133,en.15.227.251.2007.12.11
133,en.13.53.265.2010.5.14
133,en.3.390.255.2007.9.8
133,en.15.246.121.2008.2.28
134,en.3.353.489.2010.3.15
134,en.3.348.310.2010.2.5
134,en.15.80.224.2008.8.17
134,en.3.357.402.2010.4.8
134,en.15.220.22.2007.11.10
134,en.2.266.418.2009.6.9
134,en.15.254.257.2008.3.28
134,en.2.263.48.2009.5.23
134,en.15.102.172.2008.12.26
134,en.2.278.406.2009.8.26
134,en.15.84.472.2008.9.14
134,en.2.268.66.2009.6.19
134,en.15.128.116.2009.6.6
134,en.15.125.368.2009.5.18
134,en.15.172.253.2010.3.28
134,en.15.215.192.2007.10.22
134,en.15.76.8.2008.7.23
134,en.15.68.6.2008.5.27
134,en.15.231.214.2008.1.1
134,en.15.227.32.2007.12.13
134,en.15.98.211.2008.11.27
134,en.2.305.197.2010.3.16
134,en.15.64.286.2008.4.26
134,en.3.329.471.2009.9.25
134,en.15.118.74.2009.4.3
134,en.15.244.194.2008.2.21
134,en.13.51.298.2010.5.1
134,en.15.65.66.2008.5.4
134,en.3.361.444.2010.4.30
134,en.13.31.102.2009.12.31
134,en.3.354.136.2010.3.19
134,en.13.5.224.2009.6.23
134,en.15.249.143.2008.3.10
134,en.15.245.235.2008.2.27
134,en.3.397.65.2007.10.12
134,en.2.270.131.2009.7.2
134,en.3.359.124.2010.4.17
134,en.15.68.103.2008.5.22
134,en.15.71.487.2008.6.14
134,en.15.115.457.2009.2.11
134,en.15.74.203.2008.7.4
134,en.15.228.154.2007.12.14
134,en.13.57.158.2010.5.29
134,en.3.353.78.2010.3.10
134,en.15.72.206.2008.6.18
134,en.3.353.144.2010.3.11
134,en.15.64.303.2008.4.28
134,en.15.238.86.2008.1.30
134,en.3.356.485.2010.4.1
134,en.2.317.406.2010.5.28
135,en.15.140.39.2009.8.23
135,en.2.289.265.2009.11.17
135,en.3.354.305.2010.3.20
135,en.15.108.158.2009.2.2
135,en.3.372.281.2007.6.7
135,en.13.10.440.2009.7.28
135,en.15.67.174.2008.5.17
135,en.3.349.14.2010.2.16
135,en.13.3.70.2009.6.12
135,en.2.268.232.2009.6.18
135,en.13.55.6.2010.5.20
135,en.15.74.211.2008.7.3
135,en.2.263.252.2009.5.23
135,en.3.372.212.2007.6.8
135,en.15.116.346.2009.2.18
135,en.13.3.33.2009.6.11
135,en.15.242.415.2008.2.14
135,en.13.3.22.2009.6.13
135,en.15.132.124.2009.6.29
135,en.3.388.239.2007.8.28
135,en.15.155.40.2009.12.8
135,en.15.123.456.2009.5.9
135,en.15.105.309.2009.1.14
135,en.3.349.284.2010.2.12
135,en.3.357.208.2010.4.8
135,en.2.320.200.2010.6.12
135,en.13.59.322.2010.6.10
135,en.2.268.302.2009.6.19
135,en.13.8.237.2009.7.13
135,en.13.8.168.2009.7.13
135,en.15.107.247.2009.1.29
135,en.15.70.462.2008.6.9
135,en.3.361.253.2010.4.28
135,en.13.3.498.2009.6.11
135,en.15.84.360.2008.9.16
135,en.15.61.235.2008.4.14
135,en.13.8.210.2009.7.10
135,en.3.374.195.2007.6.14
135,en.13.59.108.2010.6.10
135,en.15.95.486.2008.11.15
135,en.15.256.239.2008.4.8
135,en.15.85.442.2008.9.19
135,en.13.59.86.1970.1.1
135,en.15.123.73.2009.5.9
135,en.2.291.160.2009.11.30
135,en.15.105.139.2009.1.20
135,en.3.373.289.2007.6.9
135,en.15.118.166.2009.4.7
135,en.15.247.431.2008.3.3
135,en.2.296.162.2010.1.8
136,en.3.354.497.2010.3.19
136,en.3.397.179.2007.10.11
136,en.15.210.278.2007.9.28
136,en.13.30.221.2009.12.22
136,en.15.237.392.2008.1.27
136,en.15.210.330.2007.9.30
136,en.15.243.241.2008.2.20
136,en.3.373.320.2007.6.9
136,en.15.101.419.2008.12.15
136,en.3.395.7.2007.10.3
136,en.15.248.224.2008.3.9
136,en.3.401.480.2007.10.31
136,en.3.403.356.2007.11.6
136,en.15.215.303.2007.10.22
136,en.15.210.281.2007.9.29
136,en.15.225.152.2007.12.4
136,en.15.63.200.2008.4.25
136,en.15.61.245.2008.4.17
136,en.3.391.86.2007.9.15
136,en.15.209.235.2007.9.25
136,en.15.218.3.2007.11.1
136,en.15.204.193.2007.8.25
136,en.15.188.366.2007.6.7
136,en.15.109.170.2009.2.8
136,en.15.229.382.2007.12.22
136,en.3.322.99.2009.8.8
136,en.15.64.410.2008.4.26
136,en.3.376.154.2007.6.25
136,en.3.383.150.2007.8.6
136,en.15.100.35.2008.12.11
136,en.15.89.477.2008.10.15
136,en.15.138.391.2009.8.8
136,en.3.322.493.2009.8.8
136,en.15.238.472.2008.1.28
136,en.3.373.409.2007.6.11
136,en.15.100.277.2008.12.12
136,en.3.391.146.2007.9.14
136,en.13.55.469.2010.5.24
136,en.15.190.470.2007.6.14
136,en.15.97.64.2008.11.25
136,en.15.91.428.2008.10.21
136,en.3.397.360.2007.10.11
136,en.13.55.290.2010.5.23
136,en.3.379.129.2007.7.10
136,en.15.244.204.2008.2.22
136,en.15.130.272.2009.6.15
136,en.15.125.260.2009.5.19
136,en.3.378.62.2007.7.9
136,en.2.291.359.2009.12.3
136,en.2.275.238.2009.8.4
137,en.15.125.486.2009.5.19
137,en.3.322.136.2009.8.7
137,en.15.227.37.2007.12.11
137,en.15.121.11.2009.4.26
137,en.15.103.150.2009.1.1
137,en.15.62.429.2008.4.20
137,en.3.322.329.2009.8.7
137,en.2.264.9.2009.5.29
137,en.15.109.69.2009.2.9
137,en.15.227.197.2007.12.10
137,en.15.125.410.2009.5.18
137,en.15.231.446.2007.12.31
137,en.15.231.431.2008.1.1
137,en.15.103.201.2009.1.2
137,en.3.405.67.2007.11.17
137,en.3.414.93.2007.12.30
137,en.15.102.434.2008.12.28
137,en.3.384.162.2007.8.7
137,en.15.85.243.2008.9.18
137,en.3.397.200.2007.10.13
137,en.15.86.477.2008.9.27
137,en.15.63.96.2008.4.23
137,en.15.210.471.2007.9.30
137,en.15.237.129.2008.1.28
137,en.15.125.313.2009.5.18
137,en.15.80.372.2008.8.19
137,en.3.406.475.2007.11.22
137,en.3.395.440.2007.10.4
137,en.15.113.48.2009.3.15
137,en.15.125.382.2009.5.18
137,en.2.263.424.2009.5.25
137,en.3.322.120.2009.8.7
137,en.15.227.175.2007.12.13
137,en.15.125.278.2009.5.19
137,en.15.105.44.2009.1.21
137,en.15.109.358.2009.2.10
137,en.15.210.106.2007.9.27
137,en.15.112.371.2009.3.12
137,en.15.227.220.2007.12.10
137,en.15.232.93.2008.1.7
137,en.3.322.41.2009.8.7
137,en.15.100.419.2008.12.11
137,en.15.102.178.2008.12.22
137,en.15.109.274.2009.2.9
137,en.15.79.432.2008.8.11
137,en.3.380.409.2007.7.20
137,en.15.243.377.2008.2.18
137,en.2.258.493.2009.4.21
137,en.15.236.463.2008.1.21
137,en.3.414.414.2007.12.28
138,en.15.140.39.2009.8.23
138,en.2.289.265.2009.11.17
138,en.3.354.305.2010.3.20
138,en.13.10.440.2009.7.28
138,en.3.361.253.2010.4.28
138,en.15.68.402.2008.5.24
138,en.3.359.357.2010.4.19
138,en.15.151.369.2009.11.6
138,en.15.240.130.2008.2.8
138,en.3.353.354.2010.3.10
138,en.15.68.52.2008.5.25
138,en.3.353.245.2010.3.10
138,en.13.31.165.2009.12.27
138,en.13.30.168.2009.12.24
138,en.15.68.67.2008.5.26
138,en.2.282.106.2009.9.19
138,en.15.68.101.2008.5.27
138,en.15.60.488.2008.4.10
138,en.15.68.407.2008.5.28
138,en.15.113.441.2009.3.8
138,en.15.91.196.2008.10.23
138,en.3.410.248.2007.12.7
138,en.15.80.371.2008.8.21
138,en.15.68.438.2008.5.26
138,en.3.361.105.2010.4.27
138,en.3.348.165.2010.2.9
138,en.3.395.180.2007.10.3
138,en.2.271.259.2009.7.6
138,en.3.400.95.2007.10.25
138,en.3.350.499.2010.2.18
138,en.3.381.449.2007.7.25
138,en.13.51.220.2010.5.3
138,en.15.246.255.2008.2.28
138,en.3.374.220.2007.6.15
138,en.3.361.203.1970.1.1
138,en.13.51.409.2010.5.2
138,en.15.187.165.2007.6.1
138,en.13.5.19.2009.6.24
138,en.15.188.96.2007.6.5
138,en.3.397.215.2007.10.10
138,en.3.358.435.2010.4.15
138,en.3.377.103.2007.6.28
138,en.15.78.10.2008.8.3
138,en.15.188.151.2007.6.6
138,en.15.117.407.2009.2.24
138,en.15.254.88.2008.3.27
138,en.15.187.107.2007.6.1
138,en.3.357.45.2010.4.8
138,en.15.135.104.2009.7.17
138,en.15.187.463.2007.6.1
139,en.15.123.145.2009.5.6
139,en.15.63.337.2008.4.22
139,en.2.289.388.2009.11.18
139,en.15.160.247.2010.1.14
139,en.2.275.454.2009.8.3
139,en.15.99.252.2008.12.3
139,en.15.80.256.2008.8.15
139,en.3.401.84.2007.10.29
139,en.15.123.345.2009.5.7
139,en.2.260.303.2009.5.3
139,en.2.296.318.2010.1.18
139,en.15.98.426.2008.12.1
139,en.3.376.8.2007.6.25
139,en.3.347.198.2010.2.2
139,en.15.96.12.2008.11.18
139,en.15.139.344.2009.8.10
139,en.13.31.149.2009.12.29
139,en.15.64.405.2008.4.27
139,en.15.186.279.2007.5.29
139,en.15.121.106.2009.4.26
139,en.3.347.407.2010.2.4
139,en.13.26.50.2009.11.11
139,en.2.309.498.2010.4.10
139,en.13.27.34.2009.11.22
139,en.2.260.53.2009.5.4
139,en.15.119.263.2009.4.13
139,en.15.87.444.2008.10.1
139,en.15.204.493.2007.8.23
139,en.15.121.483.2009.4.26
139,en.2.258.437.2009.4.19
139,en.15.118.408.2009.4.5
139,en.3.403.111.2007.11.5
139,en.15.100.152.2008.12.13
139,en.2.298.321.2010.1.28
139,en.15.160.266.2010.1.14
139,en.15.188.142.2007.6.4
139,en.15.103.119.2009.1.2
139,en.13.31.249.2009.12.27
139,en.15.88.289.2008.10.8
139,en.3.357.494.2010.4.6
139,en.13.54.248.2010.5.14
139,en.15.97.129.2008.11.21
139,en.15.108.470.2009.2.5
139,en.15.91.428.2008.10.21
139,en.15.104.436.2009.1.10
139,en.15.100.361.2008.12.14
139,en.15.90.499.2008.10.18
139,en.2.289.271.2009.11.15
139,en.15.119.466.2009.4.12
139,en.15.118.168.2009.4.8
140,en.15.68.126.2008.5.26
140,en.15.68.248.2008.5.26
140,en.15.78.283.2008.8.5
140,en.15.78.66.2008.8.6
140,en.15.95.293.2008.11.11
140,en.3.383.371.2007.8.5
140,en.15.72.127.2008.6.20
140,en.15.78.213.2008.8.1
140,en.3.329.110.2009.9.24
140,en.15.202.454.2007.8.14
140,en.15.68.307.2008.5.23
140,en.3.361.183.2010.4.29
140,en.15.227.97.2007.12.12
140,en.15.72.292.2008.6.21
140,en.3.331.405.2009.10.10
140,en.3.329.1.1970.1.1
140,en.15.68.25.2008.5.28
140,en.15.220.157.2007.11.8
140,en.15.186.159.2007.5.28
140,en.15.101.122.2008.12.17
140,en.15.66.275.2008.5.14
140,en.15.97.50.2008.11.21
140,en.15.82.133.2008.9.4
140,en.15.254.438.2008.3.27
140,en.15.80.182.2008.8.15
140,en.2.289.31.2009.11.14
140,en.2.298.306.2010.1.28
140,en.15.202.418.2007.8.16
140,en.15.108.152.2009.2.2
140,en.15.70.11.2008.6.7
140,en.3.343.341.2010.1.10
140,en.15.89.309.2008.10.11
140,en.15.112.70.2009.3.12
140,en.15.76.237.2008.7.20
140,en.3.383.183.2007.8.5
140,en.15.240.66.2008.2.5
140,en.15.95.343.2008.11.14
140,en.3.379.345.2007.7.10
140,en.15.86.201.2008.9.28
140,en.3.331.402.2009.10.11
140,en.15.74.441.2008.7.1
140,en.15.77.499.2008.7.29
140,en.15.240.265.2008.2.7
140,en.3.414.227.2007.12.26
140,en.3.395.37.2007.10.4
140,en.3.389.334.2007.9.3
140,en.15.85.191.2008.9.19
140,en.3.331.227.2009.10.9
140,en.15.91.421.2008.10.21
140,en.2.264.421.2009.5.27
141,en.3.381.311.2007.7.24
141,en.15.106.428.2009.1.27
141,en.15.201.187.2007.8.11
141,en.15.246.407.2008.2.28
141,en.3.405.375.2007.11.15
141,en.15.253.29.2008.3.26
141,en.3.357.326.2010.4.7
141,en.15.85.405.2008.9.19
141,en.15.121.256.2009.4.25
141,en.15.71.297.2008.6.16
141,en.15.204.422.2007.8.24
141,en.15.75.464.2008.7.8
141,en.15.210.291.2007.9.26
141,en.15.104.454.2009.1.7
141,en.15.253.167.2008.3.26
141,en.15.139.442.2009.8.12
141,en.3.381.204.2007.7.25
141,en.15.245.148.2008.2.25
141,en.3.343.225.2010.1.13
141,en.3.375.470.2007.6.19
141,en.15.125.421.2009.5.20
141,en.15.75.383.2008.7.11
141,en.15.111.464.2009.3.22
141,en.15.209.414.2007.9.25
141,en.3.363.424.2010.5.8
141,en.15.93.446.2008.11.1
141,en.15.225.436.2007.12.4
141,en.15.87.327.2008.10.4
141,en.15.194.368.2007.7.5
141,en.3.383.469.2007.8.6
141,en.13.55.252.2010.5.21
141,en.15.231.415.2008.1.1
141,en.15.89.352.2008.10.12
141,en.15.103.320.2009.1.1
141,en.15.154.129.2009.11.23
141,en.3.343.164.2010.1.11
141,en.15.72.190.2008.6.19
141,en.15.98.120.2008.12.2
141,en.15.202.459.2007.8.16
141,en.3.322.175.2009.8.9
141,en.15.253.390.2008.3.26
141,en.15.93.346.2008.11.3
141,en.3.391.75.2007.9.12
141,en.2.277.171.2009.8.20
141,en.15.71.491.2008.6.13
141,en.15.114.419.2009.3.2
141,en.15.60.155.2008.4.10
141,en.15.235.83.2008.1.16
141,en.15.100.472.2008.12.11
141,en.3.394.357.2007.10.1
142,en.2.291.12.2009.11.30
142,en.3.329.157.2009.9.20
142,en.15.218.61.2007.11.1
142,en.13.31.457.2009.12.27
142,en.13.8.153.2009.7.16
142,en.15.128.107.2009.6.5
142,en.15.225.27.2007.12.5
142,en.3.406.134.2007.11.20
142,en.2.282.207.2009.9.16
142,en.13.27.223.2009.11.21
142,en.13.27.380.2009.11.21
142,en.13.31.316.2010.1.2
142,en.13.31.197.2009.12.28
142,en.15.187.8.2007.5.30
142,en.15.123.55.2009.5.9
142,en.15.188.235.2007.6.4
142,en.15.68.39.2008.5.23
142,en.15.65.325.2008.5.3
142,en.15.88.392.2008.10.9
142,en.3.363.458.2010.5.12
142,en.3.339.152.2009.12.7
142,en.15.247.162.2008.3.3
